account_id,status,cos,rim_age,loan,s_plus_c,fico_b,ck_returns,max_days_neg,num_times_neg,ntriggers,avg_bal6,avg_bal3
IFA3g8f4GeFi,Closed,0,40,0,0,635,NA,0,0,3,6115,8802
csbJtLS6piNV,Active,0,40,0,0,635,NA,0,0,3,6115,8802
JBBAIEnsu1er,Active,0,40,0,0,635,NA,0,0,3,6115,8802
Cv5BjmHmC5HS,Active,0,40,0,1,0,NA,8,3,0,497,869
RJH79JazsF96,Active,0,40,0,1,0,NA,0,0,0,497,869
wNFQplvCnPKj,Active,0,40,1,1,774,NA,0,0,0,632,1152
CMW242LGvM0x,Active,0,40,1,1,774,NA,0,0,0,632,1152
2ZcSmESphtCV,Dormant,0,40,0,1,767,NA,0,0,0,289361,287778
U4y85MWtBpLL,Dormant,0,40,0,1,767,NA,0,0,0,289361,287778
bEpDT6kt6EFG,Dormant,0,22,0,1,732,NA,0,0,0,100,100
eKOxPlTFGw7i,Closed,0,22,0,1,755,NA,0,0,0,NA,NA
V7UaPT7Mk5VJ,Closed,0,22,0,1,755,NA,0,0,0,NA,NA
cd860RD9nKj1,Active,0,22,0,0,664,NA,3,1,0,1344,1348
b15hwblmHJOE,Active,0,22,0,0,664,NA,0,0,0,1344,1348
sKA31QjTUGvO,Active,0,22,0,0,664,NA,0,0,0,1344,1348
S3QrVT0Y38Kq,Active,0,22,1,0,750,NA,0,0,0,5,5
JZ8U0AzPWek0,Active,0,22,0,0,560,NA,3,1,0,356,356
vYhGl85R9RnT,Active,0,22,0,0,560,NA,0,0,0,356,356
BlDBlGV4Ocjt,Active,0,22,0,0,560,NA,0,0,0,356,356
4q7lZHtIV8CN,Active,0,22,0,0,648,NA,0,0,0,513,346
wdgspVENYfZa,Active,0,22,1,1,781,NA,0,0,0,40,40
FDNtiRbuTECi,Active,0,22,1,1,781,NA,0,0,0,40,40
IzAkxp4mmO5f,Active,0,22,0,1,758,NA,0,0,0,105,30
404Uha4OK7Pw,Active,0,22,0,1,758,NA,0,0,0,105,30
BH8RcAb3w3p3,Active,0,22,0,1,666,NA,0,0,0,1155,2275
q91L34XDxZTJ,Active,0,22,0,1,666,NA,0,0,0,1155,2275
uPN61TUTfGKy,Active,0,22,0,1,701,NA,0,0,0,21826,21504
apz2VFRo58mn,Active,0,22,0,1,701,NA,0,0,0,21826,21504
TNqkTCbhtZt2,Active,0,22,0,1,0,NA,3,2,0,110,213
7C85iEjPIoaB,Active,0,22,0,1,0,NA,0,0,0,110,213
x43ezzdMiO1q,Dormant,0,22,0,1,815,NA,0,0,0,327177,327210
0Gaaf6KOnaIy,Dormant,0,22,0,1,815,NA,0,0,0,327177,327210
9wW1jKcZUvZZ,Closed,0,22,0,0,784,NA,0,0,0,NA,NA
m3CRUoOBLSZ2,Active,0,21,0,0,661,NA,4,1,0,487,374
q6FEuXnLOmN1,Active,0,21,0,0,661,NA,0,0,0,487,374
y8tATfJQXex1,Active,0,21,0,0,661,NA,0,0,0,487,374
bQltRRjzRxf7,Active,0,21,0,0,547,NA,0,0,2,5,5
6MBJyyUGQ0LR,Active,0,21,0,1,0,NA,0,0,0,62517,61910
zkji8M3IKmBP,Active,0,21,0,1,0,NA,0,0,0,62517,61910
EbuaaTvVtjdr,Active,0,21,0,1,702,NA,0,0,0,3660,3682
IPuQlfUxsCJw,Active,0,21,0,1,702,NA,0,0,0,3660,3682
tWjvwNTeGozW,Active,0,21,0,1,0,NA,0,0,0,364,45
e0KRy5UpZqyS,Active,0,21,0,1,0,NA,0,0,0,364,45
P7oeMNOzAcg9,Active,0,21,0,1,569,NA,14,8,0,596,848
mJ7VglQHTnwn,Active,0,21,0,1,569,NA,0,0,0,596,848
zrXv7JvFMwy7,Active,0,21,1,0,688,NA,0,0,0,37,37
tDGlqr4igRuL,Active,0,21,0,1,781,NA,0,0,0,20545,21332
25vp6HXiHjLG,Active,0,21,0,1,781,NA,0,0,0,20545,21332
YoJ9S9wrVw1a,Closed,0,21,0,0,822,NA,0,0,0,10282,10315
AHmnSlCym9Eb,Active,0,21,0,0,822,NA,0,0,0,10282,10315
tMvRRUGiemCr,Closed,0,21,0,1,746,NA,0,0,0,NA,NA
wbTnGJzOPd12,Closed,0,21,0,1,746,NA,0,0,0,NA,NA
szoAN5lFzTxR,Active,0,21,0,0,695,NA,0,0,0,11399,12726
HTZ5mdL7Okfg,Active,0,21,0,0,695,NA,0,0,0,11399,12726
etWd2wGp4Rmm,Active,0,21,1,0,724,NA,0,0,0,5,5
jn6tA4Sucl2E,Active,0,21,0,0,0,NA,0,0,0,16675,21256
WIbLFMzyd5Io,Active,0,21,0,0,611,NA,0,0,8,5,5
S3yoTeqCqS1V,Dormant,0,21,0,0,0,NA,0,0,0,16,16
TRGeBliXaIQp,Active,0,40,0,1,0,NA,1,6,0,7974,10371
l6BxLAoxAYVj,Active,0,40,0,1,0,NA,0,0,0,7974,10371
TRGxAeIS4R7r,Closed,0,40,0,1,532,NA,0,0,0,NA,NA
g4zutMvfRF11,Closed,0,40,0,1,532,NA,0,0,0,NA,NA
WxaCCFn7OGPz,Active,0,40,1,0,745,NA,2,3,0,8375,10889
WXndyTf0eyeY,Active,0,40,1,0,745,NA,0,0,0,8375,10889
JZFzYFPY5GOu,Active,0,40,1,0,745,NA,0,0,0,8375,10889
TBPJD0tZJZZZ,Active,0,40,0,1,785,NA,0,0,0,28897,29877
gDKLgV3PIGnx,Active,0,40,0,1,785,NA,0,0,0,28897,29877
L6xzCfQCO7sS,Active,0,40,0,1,795,NA,2,1,0,12350,16000
u6wqElj49iOq,Active,0,40,0,1,795,NA,0,0,0,12350,16000
Bpb00iMPCwih,Active,0,40,0,1,0,1,3,1,0,40825,40961
1NaMsi71whyo,Active,0,40,0,1,0,NA,0,0,0,40825,40961
KyN6ZQ04JKEA,Active,0,40,1,1,0,NA,0,0,0,369,369
hFDAivehz56z,Active,0,40,1,1,0,NA,0,0,0,369,369
LNW2r3qXrciE,Active,0,40,0,1,792,NA,0,0,0,34376,29077
8z5ojX0O1JpM,Active,0,40,0,1,792,NA,0,0,0,34376,29077
hsORG9ZwJZ5e,Closed,0,40,0,0,630,NA,0,0,0,NA,NA
4BEEVGZ1bfJY,Closed,0,40,1,1,688,NA,0,0,0,NA,NA
rWkujkw6skgv,Closed,0,40,1,1,688,NA,0,0,0,NA,NA
z5XQmzp46u1L,Active,0,40,1,0,811,NA,0,0,0,27,27
mrOpFEkK4RJc,Active,0,40,1,0,781,NA,0,0,3,5,5
ainyJwbPYOFw,Active,0,40,1,0,0,NA,6,2,0,5236,4363
9Q5Ea4co76df,Closed,0,40,1,0,0,1,3,5,0,5236,4363
wpkJS5Cn2AYi,Active,0,40,1,0,0,NA,0,0,0,5236,4363
JSdFfAamGcyk,Closed,0,40,0,1,0,NA,1,1,0,5,5
Zjl6rwFBrhSF,Active,0,40,0,1,0,NA,0,0,0,5,5
4Tm8YDBFpp6i,Active,0,40,0,1,611,NA,7,27,0,598,464
UNh9Ck81Gq97,Active,0,40,0,1,611,NA,0,0,0,598,464
sC7a5iKoVeQu,Active,0,40,1,1,0,NA,2,1,0,10239,10812
4UwBiVpDtO7V,Active,0,40,1,1,0,NA,0,0,0,10239,10812
umDXmVkUN1qQ,Active,0,40,0,1,0,NA,0,0,0,48,48
6rWTPxzqztwH,Active,0,40,0,1,0,NA,0,0,0,48,48
uTKxDF2Aag5V,Active,0,40,1,0,707,NA,0,0,7,5,5
06BrHQxdrSHz,Active,0,40,0,1,779,NA,0,0,0,1874,2024
Brf45I2GIoMn,Active,0,40,0,1,779,NA,0,0,0,1874,2024
kO2iv3s7Bu7T,Active,0,40,0,1,675,NA,0,0,0,19661,19505
uxVSMP6s6kIi,Active,0,40,0,1,675,NA,0,0,0,19661,19505
vG5jmScc8Ele,Dormant,0,40,0,1,0,NA,0,0,0,41,41
4t2RPXzaHq1c,Dormant,0,40,0,1,0,NA,0,0,0,41,41
UGaXXUBGZndw,Active,0,40,1,0,651,NA,0,0,0,5,5
W0DdVtXEIwXY,Active,0,40,0,1,0,NA,5,2,0,1790,1415
Vnba5yuo45ik,Active,0,40,0,1,0,NA,0,0,0,1790,1415
7rDGB9lIUMt0,Active,0,40,0,1,803,NA,0,0,0,768,889
Xu6litHZvV01,Active,0,40,0,1,803,NA,0,0,0,768,889
6dzHCsDzeqA4,Active,0,40,1,1,712,NA,0,0,0,571,551
wG5TFJ9Ag3XM,Active,0,40,1,1,712,NA,0,0,0,571,551
OrrdlgKHZ0NN,Active,0,40,0,0,709,NA,2,1,0,705,1288
DprkkHJpkhGa,Active,0,40,0,0,709,NA,0,0,0,705,1288
0VKA5YzSK0DP,Active,0,34,0,1,0,NA,0,0,0,4247,4429
rfQ3onSoMvMR,Active,0,34,0,0,0,NA,0,0,0,5276,4530
oyYLCeUfzMGg,Active,0,34,0,1,0,NA,3,3,0,4710,5420
z1TZC0XnXOBc,Active,0,34,0,1,0,NA,0,0,0,4710,5420
U3VwhNkrNum3,Active,0,34,1,0,794,NA,0,0,0,5,5
A0fcKSSTSRmP,Active,0,34,0,1,673,NA,43,2,4,1478,99
ICS5RgY0M3yu,Active,0,34,0,1,673,NA,0,0,4,1478,99
tsIDJFqrHrNO,Active,0,34,0,0,0,NA,0,0,0,37,55
FqylnFDE5dGF,Active,0,34,0,0,0,NA,0,0,0,37,55
Pylx4rKyNOM5,Dormant,0,34,0,0,549,NA,0,0,0,20,20
yozR33ajAVjT,Active,0,34,0,0,739,NA,0,0,0,80,80
rZxkL6MUfgfV,Active,0,34,0,0,739,NA,0,0,0,80,80
qSgL9leBw2dZ,Active,0,34,0,0,739,NA,0,0,0,80,80
zz7uDVSyP9tC,Active,0,34,1,0,723,NA,0,0,5,16,16
eijMbmHJZJjt,Active,0,34,0,0,0,NA,0,0,0,1005,1005
EJuZeYK07S0t,Dormant,0,34,0,1,0,1,0,0,0,106,106
m7jOXqgXBa4m,Dormant,0,34,0,1,0,NA,0,0,0,106,106
S92qkzxgsC8W,Active,0,34,1,0,805,NA,0,0,0,5,5
DfZjGX78gvj7,Active,0,34,0,1,802,NA,0,0,0,35788,53745
SFSPH0gE47Cc,Active,0,34,0,1,802,NA,0,0,0,35788,53745
RCTL1Q74kCWC,Active,0,34,0,1,611,NA,17,6,0,2639,3177
NscfFdtcJwzf,Active,0,34,0,1,611,NA,0,0,0,2639,3177
mwIqvnWDccW3,Active,0,34,0,1,0,NA,10,4,0,231,424
sOYWMj9IiKNF,Active,0,34,0,1,0,NA,0,0,0,231,424
WXpQU1xISXIx,Active,0,34,0,1,725,NA,1,1,0,11063,10766
W0TRsOkxwnhV,Active,0,34,0,1,725,NA,0,0,0,11063,10766
YZHI9JSrfpdn,Closed,0,34,0,1,0,NA,15,1,1,11,0
RiW067J9HWWB,Closed,0,34,0,1,0,NA,0,0,1,11,0
D3yjniYIqNYn,Active,0,34,0,1,0,8,0,0,0,6,6
5ClmKLgxoo9b,Active,0,34,0,1,494,NA,14,29,3,387,733
6WxSmMKBm7H4,Active,0,34,0,1,494,NA,0,0,3,387,733
3m13UqYyBaOJ,Active,0,34,0,1,795,NA,0,0,0,10266,10933
EeDwqVDWl8N9,Active,0,34,0,1,795,NA,0,0,0,10266,10933
KB35TMBtQ52g,Active,0,34,0,1,476,NA,15,38,9,2764,4152
9qqgTwxKxPXE,Active,0,34,0,1,476,NA,0,0,9,2764,4152
284i9MADkWhW,Active,0,34,0,1,0,NA,0,0,0,2134,1897
7aGb5czFiNU3,Active,0,34,0,1,0,NA,0,0,0,2134,1897
RznLTmK3tKA9,Dormant,0,34,0,0,757,NA,0,0,0,130,130
6YRb3YC4y86W,Dormant,0,34,0,0,757,NA,0,0,0,130,130
0Y2KUXEU3UBy,Dormant,0,34,0,0,757,NA,0,0,0,130,130
adG7CmumGrEj,Dormant,0,34,0,1,730,NA,0,0,0,1114,1114
cQx0jzBSuF1s,Dormant,0,34,0,1,730,NA,0,0,0,1114,1114
OFN4Kd8xu8XP,Active,0,34,0,1,718,NA,0,0,5,8529,8674
ulFXhS4W08It,Active,0,34,0,1,718,NA,0,0,5,8529,8674
enaoNB7PgjW5,Closed,0,34,0,1,806,NA,0,0,0,NA,NA
UzGrmNkDGk0X,Closed,0,34,0,1,806,NA,0,0,0,NA,NA
b900UP6mb1Da,Active,0,34,0,1,0,NA,0,0,0,769,1499
5sdVt3JUPSdo,Active,0,34,0,1,0,NA,0,0,0,769,1499
C45Ru90e5NeG,Active,0,34,0,1,0,NA,8,1,3,10,10
3mDaWVK5sYla,Active,0,21,1,1,703,NA,0,0,0,18045,17003
U25QnMsRXFwJ,Active,0,21,1,1,703,NA,0,0,0,18045,17003
UPwAaYNvV8pt,Active,0,21,0,1,689,NA,0,0,0,5,5
jslTkEEKjLVH,Active,0,21,0,1,689,NA,0,0,0,5,5
9bkTRdo7OeKE,Closed,0,21,0,0,696,NA,0,0,0,NA,NA
VRpk9I2jSfox,Active,0,21,1,1,718,NA,0,0,0,75,128
S6KyFpTGHPMU,Active,0,21,1,1,718,NA,0,0,0,75,128
QaHz2zgXlTgX,Active,0,21,0,1,650,NA,0,0,0,650,507
uOkFM9XIb979,Active,0,21,0,1,650,NA,0,0,0,650,507
24lS5IjHT1vq,Closed,0,21,0,1,636,NA,17,6,0,1457,1221
RPbLjvRWB2UE,Closed,0,21,0,1,636,NA,0,0,0,1457,1221
OUz2quXBIH5Q,Active,0,21,0,1,689,NA,0,0,0,200,200
93QAk89C4Lms,Active,0,21,0,1,689,NA,0,0,0,200,200
gJpiK3QwxQby,Active,0,21,0,1,606,NA,0,0,4,10,10
iUkwaXNh1gx2,Active,0,21,0,1,606,NA,0,0,4,10,10
p7r4M7kMNOHe,Active,0,21,0,1,783,NA,0,0,0,40816,49598
bXK5nVZOFrvV,Closed,0,21,0,1,716,NA,0,0,0,NA,NA
05NcFVNzkTDo,Closed,0,21,0,1,716,NA,0,0,0,NA,NA
IAk6fYeEpjil,Active,0,21,1,0,782,NA,0,0,0,5,5
JyI5a8ObrfkS,Active,0,21,0,0,0,NA,1,1,0,15834,18207
S9AyQiFSmFlb,Active,0,21,0,0,0,NA,0,0,0,15834,18207
dKbAC8YjGbH0,Active,0,21,0,0,0,NA,0,0,0,15834,18207
d8SHYzgTlPh1,Active,0,21,0,0,0,NA,0,0,0,15834,18207
TrmD1U8gmFCW,Active,0,21,1,1,741,NA,0,0,0,9864,10534
OBOAbK5Yjfxm,Active,0,21,1,1,741,NA,0,0,0,9864,10534
Ay9WFs1UKkzs,Closed,0,21,0,1,702,NA,0,0,0,NA,NA
6XD641VYwA99,Closed,0,21,0,1,702,NA,0,0,0,NA,NA
TGVqVozR0wLH,Active,0,21,0,0,0,NA,0,0,0,273,92
bv6yDStLYlws,Active,0,21,1,0,755,NA,0,0,1,5,5
Eg0NSHtvfdhK,Active,0,21,1,0,696,NA,0,0,0,584,15
qOYLG0LWH5bh,Active,0,21,1,0,790,NA,0,0,0,5,5
7r0VMqWcMSgo,Closed,0,21,1,0,753,NA,0,0,0,NA,NA
iG14LObavd4G,Active,0,21,1,0,724,NA,0,0,0,5,5
hx9SjKRt5qaY,Active,0,21,0,0,500,NA,10,7,5,1634,1661
kBeoDZIhnR8q,Active,0,21,0,0,500,NA,0,0,5,1634,1661
5u5Axh889b2s,Active,0,21,0,0,500,NA,0,0,5,1634,1661
MzOtuMe8LC2T,Active,0,21,0,0,803,NA,0,0,0,55186,57631
MBizl6w9RSds,Active,0,21,0,0,803,NA,0,0,0,55186,57631
JyOsVmOR8MGV,Active,0,21,0,0,803,NA,0,0,0,55186,57631
kPPHS5jRuCkc,Active,0,21,1,0,700,NA,0,0,0,1317,1317
Az00ZIG4snSo,Active,0,21,1,0,748,NA,0,0,0,8558,7908
enSxK7qjIijv,Active,0,21,0,1,0,NA,1,1,0,4767,7090
bW7fMPQdtm3O,Active,0,21,0,1,0,NA,0,0,0,4767,7090
jglSpre71AwQ,Active,0,21,0,0,820,NA,0,0,0,47,88
KLP391SYav01,Closed,0,21,0,1,667,NA,27,2,0,-13,NA
Bn9VFjL9szIe,Closed,0,21,0,1,667,NA,0,0,0,-13,NA
AH5wQlfD4BaB,Active,0,21,0,0,677,NA,3,1,0,27183,28438
X7esKIegwrd1,Active,0,21,0,0,677,NA,0,0,0,27183,28438
wfYDoCX79vFF,Closed,0,21,0,0,768,NA,0,0,0,25173,15492
yMABlBa8aVM3,Active,0,34,0,1,0,NA,0,0,3,10,10
SM3WhxKqMl2S,Active,0,34,0,0,514,1,36,15,1,5881,4800
tYahHf42pNmj,Closed,0,34,0,0,514,NA,91,24,1,5881,4800
LzK2nraZNWYh,Restricted,0,34,0,0,514,NA,0,0,1,5881,4800
8oSjb7quOI1B,Active,0,34,0,0,702,NA,106,4,0,678,532
VVIaJnWB2Qwl,Active,0,34,0,0,702,NA,0,0,0,678,532
nmLzx5Dwyaji,Active,0,34,0,0,702,NA,0,0,0,678,532
yUQdHZEdV7QJ,Active,0,34,0,1,500,NA,0,0,5,6549,4972
xuvkpUuLfYVz,Active,0,34,0,1,500,NA,0,0,5,6549,4972
AKBYj4k12cLv,Active,0,34,0,1,0,NA,1,1,1,1716,2158
i2dHW8iQMXlS,Active,0,34,0,1,0,NA,0,0,1,1716,2158
H9N5Ys2CFiPD,Active,0,34,0,0,0,NA,9,26,1,2209,2524
jjB0BvcjR14w,Active,0,34,0,0,0,NA,0,0,1,2209,2524
P42veC4ZJHhu,Active,0,34,0,0,0,NA,0,0,1,2209,2524
0g17eSnUsLxo,Closed,0,34,0,0,743,NA,0,0,0,NA,NA
kBywQ68ReBtl,Closed,0,34,0,1,747,NA,0,0,0,NA,NA
KxwDbT5Wy4cd,Closed,0,34,0,1,747,NA,0,0,0,NA,NA
TFnaezVNhopK,Active,0,34,0,1,0,NA,0,0,0,7099,11402
Ed1CkkqMUI7p,Active,0,34,0,1,0,NA,0,0,0,7099,11402
n82EU0dE7tOM,Active,0,34,0,0,738,NA,1,1,0,6375,6936
tcDtQQVAYxYV,Active,0,34,0,0,738,NA,0,0,0,6375,6936
kB8fDpfiRMAF,Active,0,34,0,0,738,NA,0,0,0,6375,6936
Hy0M5gw9bX2Z,Active,0,34,0,1,567,NA,0,0,2,3340,3881
Rc9O3wePp4Ve,Active,0,34,0,1,567,NA,0,0,2,3340,3881
HrcFkSQAUldu,Active,0,34,0,1,0,NA,1,1,0,8,8
XPcFhUVdapfk,Active,0,34,0,1,0,NA,0,0,0,8,8
6koEefTOA2MW,Active,0,34,0,1,0,NA,0,0,0,171,336
8RWziYgSPXce,Active,0,34,0,1,0,NA,0,0,0,171,336
gxmlM8pX14sw,Dormant,0,33,0,0,0,NA,0,0,0,12,12
W10BUFydslY1,Dormant,0,33,0,1,684,NA,0,0,0,30,30
hmSq7hKnzJl8,Dormant,0,33,0,1,684,NA,0,0,0,30,30
U7rbtL48n3lf,Active,0,33,0,1,682,1,0,0,0,25885,32123
AMNzICpqyoNS,Active,0,33,0,1,682,NA,0,0,0,25885,32123
HNeX2YkeakIA,Active,0,33,0,1,721,NA,0,0,0,8520,8760
vxpVFY47F2l4,Active,0,33,0,1,721,NA,0,0,0,8520,8760
wQg9iBl7VLjR,Dormant,0,33,0,1,743,NA,0,0,0,100,100
kRu9OKdYbnRr,Dormant,0,33,0,1,743,NA,0,0,0,100,100
1ctBvKlGM5wr,Active,0,33,0,0,598,NA,26,6,0,65,77
VEjXaBcuYlr8,Active,0,33,0,0,598,NA,0,0,0,65,77
c9GhihsHnmhU,Active,0,33,0,0,598,NA,0,0,0,65,77
w1enHqTqRyrx,Active,0,33,1,1,0,NA,0,0,0,2808,2207
IScI4ANoHbj2,Active,0,33,1,1,0,NA,0,0,0,2808,2207
l2tPug411Y84,Active,0,33,1,0,756,NA,0,0,0,64,64
5ZwMME619uIN,Active,0,33,0,1,0,NA,2,7,0,733,1336
kBZPZngrGTTk,Active,0,33,0,1,0,NA,0,0,0,733,1336
gUm3WHDoS6wo,Dormant,0,33,0,1,803,NA,0,0,0,5102,5103
nB351ljmqGSW,Dormant,0,33,0,1,803,NA,0,0,0,5102,5103
tnL7vyvsBd0E,Active,0,33,0,0,662,NA,1,1,0,53,99
lYyWEQpBkCKU,Active,0,33,0,0,662,NA,0,0,0,53,99
DHIURnZRj293,Active,0,21,1,0,685,NA,0,0,0,597,597
x1CSJ3uycyxN,Active,0,21,0,1,583,NA,2,4,2,508,853
vllKdfphk4wf,Active,0,21,0,1,583,NA,0,0,2,508,853
uimLCA0y6w07,Active,0,21,1,0,695,NA,0,0,0,496,240
436HwigLpTE2,Active,0,21,1,0,722,NA,0,0,1,4874,4689
oPKQo6crmOOE,Active,0,21,0,1,689,NA,0,0,0,1212,1238
HnN6yTSao287,Active,0,21,0,1,689,NA,0,0,0,1212,1238
kKYKbLcesOkl,Active,0,21,1,1,774,NA,0,0,0,46332,40021
y1C5H7PtUmLq,Active,0,21,1,1,774,NA,0,0,0,46332,40021
Wq3D1jv200A6,Active,0,21,1,1,805,NA,0,0,0,30,30
IbQ0TZEJFwc3,Active,0,21,1,1,805,NA,0,0,0,30,30
iJox9hGgY0d9,Active,0,21,0,1,804,NA,0,0,0,6,6
84VkxG1oECU2,Active,0,21,0,1,804,NA,0,0,0,6,6
EePmnrrjf7RZ,Unfunded,0,21,0,1,509,NA,0,0,3,5,5
mKtZrMl17gUe,Active,0,21,0,1,509,NA,0,0,3,5,5
qozBZBeDvdpr,Active,0,21,0,1,696,NA,2,3,0,3823,5048
LgNybUNGVGr7,Active,0,21,0,1,696,NA,0,0,0,3823,5048
wyYJzf6AIDgN,Closed,0,21,0,1,774,NA,0,0,0,NA,NA
5yFna3IP0Viq,Closed,0,21,0,1,774,NA,0,0,0,NA,NA
joP7V9qO9TSg,Closed,0,21,0,0,786,NA,0,0,0,NA,NA
BFUkcR0UzmLa,Closed,0,21,0,0,786,NA,0,0,0,NA,NA
3B8BlEWrrlih,Closed,0,21,0,0,786,NA,0,0,0,NA,NA
E0BGg4wsHDO0,Active,0,21,0,1,0,NA,10,43,0,270,4
zjO8CO7omlnb,Active,0,21,0,1,0,1,0,0,0,270,4
f5iYgn9uikVt,Active,0,21,0,1,753,NA,0,0,0,88,95
y8tglTxqUixb,Active,0,21,0,1,753,NA,0,0,0,88,95
gxscKExrsI4U,Active,0,21,0,1,0,NA,0,0,0,72917,73094
VP2NUQRoZqU1,Active,0,21,0,1,0,NA,0,0,0,72917,73094
okE3MCRsqy1Z,Closed,0,21,0,1,744,NA,0,0,0,NA,NA
7mjqDsTfTmMC,Closed,0,21,0,1,744,NA,0,0,0,NA,NA
uLObay2KI0WZ,Active,0,21,0,1,727,NA,0,0,0,3549,4513
rpjPuWLeuNFT,Active,0,21,0,1,727,NA,0,0,0,3549,4513
t4d5Zc8c3FNe,Active,0,21,0,0,0,NA,0,0,0,34150,34189
INw3cfWainmi,Active,0,21,0,0,0,NA,31,3,0,34150,34189
R5c12gXR03dr,Active,0,21,0,0,0,NA,0,0,0,34150,34189
sJ8rJyESQVkr,Closed,0,21,0,0,730,NA,0,0,0,0,NA
375Sn9WrujqJ,Active,0,21,0,1,692,NA,0,0,0,1718,1717
cSZPfqHaidfT,Active,0,21,0,1,692,NA,0,0,0,1718,1717
qF9GxMZcSatu,Dormant,0,21,0,0,0,NA,0,0,0,15051,15089
Kkr7CSQdf2GF,Dormant,0,21,0,0,0,NA,0,0,0,15051,15089
kJ71eyPKm7WP,Closed,0,21,0,0,784,NA,0,0,0,NA,NA
BNB41LXo7rFB,Closed,0,21,0,1,621,4,94,3,1,NA,NA
dhquKbTfgi4p,Closed,0,21,0,1,621,NA,0,0,1,NA,NA
KLWMBIE53rL6,Active,0,21,0,1,793,NA,9,1,0,2536,2516
4mO1KPRYJlkG,Active,0,21,0,1,793,NA,0,0,0,2536,2516
4amug3r8XzBl,Active,0,21,0,1,713,NA,4,3,0,9619,11727
VL1NE2WznTDA,Active,0,21,0,1,713,NA,0,0,0,9619,11727
kHI63kiRavu7,Active,0,21,0,1,775,NA,0,0,0,5,5
YzaaTsxtY2lZ,Active,0,21,0,1,775,NA,0,0,0,5,5
hAgyCybqUpaZ,Active,0,33,0,0,662,NA,0,0,0,53,99
xKiWq6FJsvb3,Active,0,33,0,0,731,NA,2,1,0,112754,103892
WCx6F9Vlvhhw,Active,0,33,0,0,731,NA,0,0,0,112754,103892
TBysWE5Bggko,Active,0,33,1,0,791,NA,0,0,0,519,519
GRpPjuvteasB,Active,0,33,1,0,683,NA,5,2,0,2469,3594
D9bzmbwlhbPw,Active,0,33,1,0,683,NA,0,0,0,2469,3594
HHoiA8wcwBSY,Active,0,33,1,1,672,NA,0,0,0,8262,8117
Z0bLtVHd11uf,Active,0,33,1,1,672,NA,0,0,0,8262,8117
nx1uMDufOhjL,Active,0,33,0,0,468,NA,0,0,9,25,25
5C4L8UGvsQRv,Active,0,33,0,0,674,NA,0,0,4,210,410
DLNiqS1xsmRH,Active,0,33,1,1,684,NA,0,0,0,572,531
T1BYV1GZllfl,Active,0,33,1,1,684,NA,0,0,0,572,531
G0QrVXj2bjA0,Active,0,33,0,1,0,NA,18,7,0,319,275
jpiqDuAWhWUV,Active,0,33,0,1,0,NA,0,0,0,319,275
wF0o4m7InwjA,Active,0,33,0,0,758,NA,4,1,0,31574,35220
qF06s7vMcjl1,Active,0,33,0,0,758,NA,0,0,0,31574,35220
B0JD8wNzgoxr,Active,0,33,0,0,758,NA,0,0,0,31574,35220
A8hGWIWE90Ft,Active,0,33,1,0,680,NA,0,0,0,5,5
DDuqCBZjqnj6,Active,0,33,1,1,694,NA,0,0,0,26992,27391
YrUrCtNFqqIV,Active,0,33,1,1,694,NA,0,0,0,26992,27391
V1tgwHkzPqKd,Active,0,33,1,1,507,NA,2,6,1,1197,1901
eO3awICf1JPj,Active,0,33,1,1,507,NA,0,0,1,1197,1901
H9JoziVBuhJA,Active,0,33,1,0,723,NA,0,0,0,13,13
nUA2XxdjWkBl,Active,0,33,1,0,738,NA,0,0,0,10,10
PHhflX1XCv9S,Active,0,33,1,0,648,NA,0,0,1,2585,4952
m8tdjdxgRlGd,Active,0,33,0,0,593,NA,0,0,0,27,27
dRlOOY0XXfsf,Active,0,33,0,0,745,NA,0,0,0,15713,16155
rSLHqIqb0AhZ,Active,0,33,0,0,745,NA,0,0,0,15713,16155
Hv8HaabzX3lf,Active,0,33,0,0,745,NA,0,0,0,15713,16155
wVLoJZzXumf2,Closed,0,33,0,1,610,NA,0,0,3,NA,NA
Aj4DK4l5Vy1p,Active,0,33,0,1,645,NA,0,0,0,9,9
NPT9Tv6DyRhS,Active,0,33,0,1,645,NA,0,0,0,9,9
gWjdyAcFcccP,Active,0,33,0,1,801,NA,0,0,0,3412,3001
M1e0mbICJmya,Active,0,33,0,1,801,NA,0,0,0,3412,3001
wh8kHrJjj8aW,Active,0,33,1,1,729,NA,0,0,0,9012,10531
hgg4zWHidllv,Active,0,33,1,1,729,NA,0,0,0,9012,10531
aJwxDSfuokBU,Active,0,33,0,1,615,NA,15,10,3,20,27
LghBp1PK3D9q,Active,0,33,0,1,615,NA,0,0,3,20,27
0wkXjUHnr6Yq,Active,0,33,0,0,0,NA,0,0,0,1916,3145
xGdqkWKfS8yw,Active,0,33,0,1,718,NA,10,1,0,18,15
ryaDU02Au6SR,Active,0,33,0,1,718,NA,0,0,0,18,15
lCy0t94811M9,Active,0,33,1,1,759,NA,22,1,0,151,118
WSb5k6u6oDak,Active,0,33,1,1,759,NA,0,0,0,151,118
JiqfrXXztHu5,Active,0,33,0,1,835,NA,0,0,0,16517,16624
cobfVY69pK6o,Active,0,33,0,1,835,NA,0,0,0,16517,16624
ToxsUwnra5Tt,Active,0,33,0,1,0,NA,1,1,1,1134,1745
