account_id,status,cos,rim_age,loan,s_plus_c,fico_b,ck_returns,max_days_neg,num_times_neg,ntriggers,avg_bal6,avg_bal3,probability_score_n
B0JD8wNzgoxr,Active,0,33,0,0,758,,0,0,0,31574.0,35220.0,6.517294241348282e-05
A8hGWIWE90Ft,Active,0,33,1,0,680,,0,0,0,5.0,5.0,3.571710112737492e-05
DDuqCBZjqnj6,Active,0,33,1,1,694,,0,0,0,26992.0,27391.0,8.616104605607688e-05
YrUrCtNFqqIV,Active,0,33,1,1,694,,0,0,0,26992.0,27391.0,8.616104605607688e-05
V1tgwHkzPqKd,Active,0,33,1,1,507,,2,6,1,1197.0,1901.0,0.005763920736779136
eO3awICf1JPj,Active,0,33,1,1,507,,0,0,1,1197.0,1901.0,0.0004027258837595582
H9JoziVBuhJA,Active,0,33,1,0,723,,0,0,0,13.0,13.0,3.571710112737492e-05
nUA2XxdjWkBl,Active,0,33,1,0,738,,0,0,0,10.0,10.0,3.571710112737492e-05
PHhflX1XCv9S,Active,0,33,1,0,648,,0,0,1,2585.0,4952.0,4.4375465222401544e-05
m8tdjdxgRlGd,Active,0,33,0,0,593,,0,0,0,27.0,27.0,0.00012150040856795385
dRlOOY0XXfsf,Active,0,33,0,0,745,,0,0,0,15713.0,16155.0,6.517294241348282e-05
rSLHqIqb0AhZ,Active,0,33,0,0,745,,0,0,0,15713.0,16155.0,6.517294241348282e-05
Hv8HaabzX3lf,Active,0,33,0,0,745,,0,0,0,15713.0,16155.0,6.517294241348282e-05
Aj4DK4l5Vy1p,Active,0,33,0,1,645,,0,0,0,9.0,9.0,0.00027357711223885417
NPT9Tv6DyRhS,Active,0,33,0,1,645,,0,0,0,9.0,9.0,0.00027357711223885417
gWjdyAcFcccP,Active,0,33,0,1,801,,0,0,0,3412.0,3001.0,0.0002945083542726934
M1e0mbICJmya,Active,0,33,0,1,801,,0,0,0,3412.0,3001.0,0.0002945083542726934
wh8kHrJjj8aW,Active,0,33,1,1,729,,0,0,0,9012.0,10531.0,8.616104605607688e-05
hgg4zWHidllv,Active,0,33,1,1,729,,0,0,0,9012.0,10531.0,8.616104605607688e-05
aJwxDSfuokBU,Active,0,33,0,1,615,,15,10,3,20.0,27.0,0.005388104596778646
LghBp1PK3D9q,Active,0,33,0,1,615,,0,0,3,20.0,27.0,0.0018261263612657785
0wkXjUHnr6Yq,Active,0,33,0,0,0,,0,0,0,1916.0,3145.0,2.5045115762623027e-05
xGdqkWKfS8yw,Active,0,33,0,1,718,,10,1,0,18.0,15.0,0.0007320507190767474
ryaDU02Au6SR,Active,0,33,0,1,718,,0,0,0,18.0,15.0,0.00026146863820031285
lCy0t94811M9,Active,0,33,1,1,759,,22,1,0,151.0,118.0,0.000694552029017359
WSb5k6u6oDak,Active,0,33,1,1,759,,0,0,0,151.0,118.0,0.00011815455218311399
JiqfrXXztHu5,Active,0,33,0,1,835,,0,0,0,16517.0,16624.0,0.0002945083542726934
cobfVY69pK6o,Active,0,33,0,1,835,,0,0,0,16517.0,16624.0,0.0002945083542726934
ToxsUwnra5Tt,Active,0,33,0,1,0,,1,1,1,1134.0,1745.0,9.85611040960066e-05
VFzC9N35D4a2,Active,0,33,0,1,0,,0,0,1,1134.0,1745.0,9.85611040960066e-05
bsRkBR9ufLbU,Active,0,33,1,0,811,,0,0,0,778.0,1031.0,4.656694000004791e-05
KU80DomEElrD,Active,0,21,0,0,0,,0,0,0,98607.0,100609.0,2.584319190646056e-05
RbwEQi6nYr2w,Active,0,21,0,0,0,,0,0,0,98607.0,100609.0,2.584319190646056e-05
NuhnegrIShwG,Active,0,21,0,1,0,,0,0,0,1722.0,1035.0,0.00012756841897498816
DHELRHJY9aJw,Active,0,21,1,1,730,,0,0,0,38.0,38.0,0.00014432301395572722
4xWaOb2tOi0g,Active,0,21,1,1,730,,0,0,0,38.0,38.0,0.00014432301395572722
Yrq1VHkzL6D4,Active,0,21,0,1,769,,0,0,0,1505.0,1501.0,0.00016656017396599054
xqXoavqWv6Ba,Active,0,21,0,1,769,,0,0,0,1505.0,1501.0,0.00016656017396599054
T4ZWZTaJLy55,Active,0,21,0,1,797,,0,0,0,1601.0,1718.0,0.00016656017396599054
Tz12mrzEZfGJ,Active,0,21,0,1,797,,0,0,0,1601.0,1718.0,0.00016656017396599054
4mHk7rI9Zb6d,Active,0,21,1,0,696,,0,0,0,283.0,386.0,5.6808581575751305e-05
ZEOwIUJfaPu5,Active,0,21,0,0,813,,0,0,0,157385.0,159287.0,2.8316102543612942e-05
dwkuEYlfuKir,Active,0,21,0,0,813,,0,0,0,157385.0,159287.0,2.8316102543612942e-05
dESB8gVrUgZy,Active,0,21,1,0,731,,0,0,0,5.0,5.0,5.6808581575751305e-05
OqNlcx5ZG9EO,Active,0,21,0,1,761,,0,0,0,1838.0,1416.0,0.00016656017396599054
oIDDZk4g6MYO,Active,0,21,0,1,761,,0,0,0,1838.0,1416.0,0.00016656017396599054
pv2R2uijyrno,Active,0,21,0,0,688,,0,0,0,136533.0,165158.0,7.057126640575007e-05
n3bic2LjML32,Active,0,21,0,1,654,,1,1,0,1389.0,2497.0,0.00019834261911455542
619drTb1JtPx,Active,0,21,0,1,654,,0,0,0,1389.0,2497.0,0.00019834261911455542
REbPQyUC2w3k,Active,0,21,0,1,490,,15,26,6,2006.0,1745.0,0.0030171703547239304
aSTGUYTP919N,Active,0,21,0,1,490,,0,0,6,2006.0,1745.0,0.0008140885038301349
QnNQulOVllQp,Active,0,21,1,0,736,,0,0,0,5.0,5.0,5.6808581575751305e-05
mHegY05e8dPt,Active,0,21,0,1,818,,0,0,0,3898.0,3898.0,0.00016656017396599054
IfdtgybbH5iE,Active,0,21,0,1,818,,0,0,0,3898.0,3898.0,0.00016656017396599054
nd2XGiIHIpil,Active,0,21,0,1,662,,21,4,7,65.0,82.0,0.005431475096289773
64zm5Ww8vGfP,Active,0,21,0,1,662,,0,0,7,65.0,82.0,0.00040678863297216594
3omVMXmSlXHO,Active,0,21,1,1,0,,31,6,0,358.0,316.0,0.0005501709529198706
usdFun3gVZnr,Active,0,21,1,1,0,,0,0,0,358.0,316.0,3.893679240718484e-05
3jpkWdmUWJTx,Active,0,21,0,1,616,,0,0,0,984.0,1142.0,0.00019834261911455542
GIwxBhZU3RGD,Active,0,21,0,1,616,,0,0,0,984.0,1142.0,0.00019834261911455542
44eK6FjkLHuo,Active,0,20,0,0,792,,0,0,0,112791.0,216984.0,3.3808017178671435e-05
wJ1qbKSJaW1A,Active,0,20,0,0,792,,0,0,0,112791.0,216984.0,3.3808017178671435e-05
oI8mHtHF6cge,Active,0,20,0,0,792,,0,0,0,112791.0,216984.0,3.3808017178671435e-05
ALgGB8vQBoU9,Active,0,20,0,1,681,,0,0,0,5711.0,5886.0,0.0007158778607845306
0dcLyxwlinDx,Active,0,20,0,1,680,,0,0,0,2681.0,2681.0,0.0007158778607845306
pBeVvnL41x08,Active,0,20,0,1,680,,0,0,0,2681.0,2681.0,0.0007158778607845306
wmiwPg2Hm5IC,Active,0,20,0,1,647,,0,0,0,8.0,8.0,0.00024242182553280145
jdc1b0L6SGo3,Active,0,20,0,1,647,,0,0,0,8.0,8.0,0.00024242182553280145
A5SSU3gESsXG,Active,0,20,1,0,712,,0,0,0,775.0,1098.0,4.742448072647676e-05
oPoNjvyITOZJ,Active,0,20,0,1,821,,0,0,0,11616.0,17055.0,0.00020357735047582537
InzibgQVP5OV,Active,0,33,0,1,790,,0,0,0,26449.0,25452.0,0.0002945083542726934
i5bcul8Lif6F,Active,0,33,0,1,790,,0,0,0,26449.0,25452.0,0.0002945083542726934
fjirbLIxwdDm,Active,0,33,0,1,756,,0,0,0,5107.0,5620.0,0.0002945083542726934
tgVgMZkg37pQ,Active,0,33,0,1,756,,0,0,0,5107.0,5620.0,0.0002945083542726934
YacvBtlBhDPc,Active,0,33,0,0,0,,0,0,0,133634.0,133315.0,2.5045115762623027e-05
EN1Cqty2Ntil,Active,0,33,0,0,0,,0,0,0,133634.0,133315.0,2.5045115762623027e-05
hNNAt0MUpO5A,Active,0,33,0,0,0,,0,0,0,133634.0,133315.0,2.5045115762623027e-05
8JAySfMB2djU,Active,0,33,0,0,0,,0,0,0,133634.0,133315.0,2.5045115762623027e-05
7ID0O1Okn3yo,Active,0,33,0,1,679,,4,2,0,124135.0,119853.0,0.001214653149083921
MMVswOi2y5gq,Active,0,33,0,1,679,,0,0,0,124135.0,119853.0,0.00027357711223885417
2gXwlSLwEOgc,Active,0,33,0,0,515,,14,33,4,19747.0,30752.0,0.0063664151000607135
ZIAoBD6Eb0Bl,Active,0,33,0,0,515,,0,0,4,19747.0,30752.0,0.0036976390065463762
fkPBrDtHTVWA,Active,0,33,0,0,515,,0,0,4,19747.0,30752.0,0.0030036731931930593
YgbaXKiSpk3H,Active,0,33,0,1,724,,0,0,0,141.0,141.0,0.00026146863820031285
2yxRa8vnesQx,Active,0,33,0,1,724,,0,0,0,141.0,141.0,0.00026146863820031285
GEvhWuK95PPl,Active,0,33,0,1,790,,0,0,0,1094.0,5.0,0.0002945083542726934
ocnRpu75wkM2,Active,0,33,0,1,787,,10,50,0,132.0,83.0,0.0010179406963288784
TJifewrz55Ln,Active,0,33,0,1,787,,0,0,0,132.0,83.0,0.0002945083542726934
SbTcPveDqMGE,Active,0,33,0,1,496,1.0,5,14,0,3811.0,3722.0,0.0030075319508119295
JViIJWd3Ijvx,Active,0,33,0,1,496,,0,0,0,3811.0,3722.0,0.0016965927788987756
UelsFcZlv2jk,Active,0,33,1,0,734,,0,0,1,219.0,231.0,6.461912562372163e-05
6m3mF2C5iTN6,Active,0,33,0,1,763,,0,0,0,9390.0,8685.0,0.0002945083542726934
YeKdH5ZhncQW,Active,0,33,0,1,763,,0,0,0,9390.0,8685.0,0.0002945083542726934
zAnQqJuLPPm4,Active,0,33,0,0,606,,0,0,0,83139.0,82509.0,4.8494879592908546e-05
8d2sNNK4xBpD,Active,0,33,0,0,606,,0,0,0,83139.0,82509.0,4.8494879592908546e-05
5INflXWDZBhN,Active,0,33,0,0,606,,0,0,0,83139.0,82509.0,4.8494879592908546e-05
n0tu6Ee4D9AZ,Active,0,33,0,1,0,,47,62,5,1708.0,1442.0,0.013373258018075745
q8g87n9VkOtY,Active,0,33,0,1,0,,0,0,5,1708.0,1442.0,0.0008191145025193691
G5IxDJnvR30c,Active,0,33,0,1,0,,17,20,0,231.0,244.0,0.003079961190341991
ZrBRGDJH4kwU,Active,0,33,0,1,0,,0,0,0,231.0,244.0,0.00012966952635906637
uSOVkM8L2NQU,Active,0,33,0,1,806,,1,1,0,30.0,30.0,0.0002945083542726934
2jLOzVK9O3IE,Active,0,33,0,1,806,,0,0,0,30.0,30.0,0.0002945083542726934
tjdDkgkG3tgB,Active,0,33,1,1,790,,0,0,0,30.0,30.0,0.00011815455218311399
snNxtkovtc0g,Active,0,33,1,1,790,,0,0,0,30.0,30.0,0.00011815455218311399
DLOpdUXqmA5v,Active,0,33,0,1,727,,0,0,5,55.0,56.0,0.001681438647210598
QuQxyNBg5M8J,Active,0,33,0,1,727,,0,0,5,55.0,56.0,0.001681438647210598
3zxoADFnvPTF,Active,0,33,0,1,509,,15,14,0,611.0,756.0,0.0020642781973660837
iULaRGj8o6RX,Active,0,33,0,1,509,,0,0,0,611.0,756.0,0.0016965927788987756
jgsIYueCU8aV,Active,0,33,1,0,723,,0,0,0,5.0,5.0,3.571710112737492e-05
miRaztOU1v0F,Active,0,20,0,1,821,,0,0,0,11616.0,17055.0,0.00020357735047582537
uSnfhLVk4a9H,Active,0,20,0,1,0,,0,0,0,22625.0,21917.0,0.00015053983952384442
2m7YNq4j9zDS,Active,0,20,0,1,0,,0,0,0,22625.0,21917.0,0.00015053983952384442
wW7l2mO7D94z,Active,0,20,0,0,0,,0,0,0,614.0,614.0,3.0497400075546466e-05
wBLTY1sMvmNV,Active,0,20,0,0,710,,0,0,0,458.0,811.0,6.235931505216286e-05
Z7S1I2dEQhXs,Active,0,20,0,1,657,,1,1,0,8.0,8.0,0.00024242182553280145
P0tmEXbji9v7,Active,0,20,0,1,657,,0,0,0,8.0,8.0,0.00024242182553280145
fwaOFP5UBg8w,Active,0,20,0,1,533,,0,0,0,19.0,32.0,0.0009251516894437373
PNjkQfjTULeN,Active,0,20,0,0,707,,0,0,0,5.0,5.0,6.235931505216286e-05
3URlG79NNWxE,Active,0,20,0,1,0,,0,0,0,97.0,104.0,0.00015053983952384442
1GGGJNqdbt1j,Active,0,20,0,1,0,,0,0,0,97.0,104.0,0.00015053983952384442
tkC7gsxslaiY,Active,0,20,0,0,648,,0,0,1,40840.0,50114.0,0.0001103176036849618
SpcnEndtI3YA,Active,0,20,0,0,648,,0,0,1,40840.0,50114.0,0.0001103176036849618
Hd1lsTVdnE8x,Active,0,20,0,1,760,,0,0,0,38593.0,43164.0,0.00020357735047582537
IrLfxaDF9fFO,Active,0,20,0,1,760,,0,0,0,38593.0,43164.0,0.00020357735047582537
UHdxoDHoZfae,Active,0,20,0,1,821,,0,0,0,31437.0,32693.0,0.00020357735047582537
Rwxp0T6t1Aq9,Active,0,20,0,1,738,,0,0,0,26632.0,30349.0,0.0007158778607845306
kTsedOQGulOU,Active,0,20,0,1,738,,0,0,0,26632.0,30349.0,0.0007158778607845306
AYB6z9Nk3WQC,Active,0,20,1,0,636,,0,0,0,31573.0,29048.0,2.830454832292162e-05
wGR6RmA7HkSI,Active,0,20,1,0,636,,0,0,0,31573.0,29048.0,2.830454832292162e-05
WymMh4KHwso4,Active,0,20,0,1,0,,0,0,0,62899.0,64147.0,0.00015053983952384442
kEUjlyaVnXZA,Active,0,20,0,1,0,,0,0,0,62899.0,64147.0,0.00015053983952384442
VoKFKeikrtO2,Active,0,20,0,1,815,,0,0,0,4912.0,6757.0,0.00020357735047582537
oUm9ZTKxGTQj,Active,0,20,0,1,815,,0,0,0,4912.0,6757.0,0.00020357735047582537
yjuxuvH9grlx,Active,0,20,0,0,839,,0,0,0,392109.0,388429.0,3.3808017178671435e-05
LjtfsQBnmWyd,Active,0,20,0,0,752,,0,0,0,12514.0,16253.0,3.3808017178671435e-05
h9VrjxyBmS7F,Active,0,20,0,0,752,,0,0,0,12514.0,16253.0,3.3808017178671435e-05
O6rjyy9bVTuf,Active,0,20,0,0,752,,0,0,0,12514.0,16253.0,3.3808017178671435e-05
Q2QdGWJPNHKB,Active,0,20,0,0,752,1.0,0,0,0,12514.0,16253.0,0.0001750107912812382
3VixUPMQpwlS,Active,0,20,0,0,752,,0,0,0,12514.0,16253.0,3.3808017178671435e-05
TfTtBtmzMwy0,Active,0,20,1,1,718,,0,0,0,746.0,751.0,0.0001305559853790328
EBo7Fetd5C7O,Active,0,20,1,1,718,,0,0,0,746.0,751.0,0.0001305559853790328
5T2bqZDuCIjg,Active,0,20,0,1,769,,0,0,0,10000.0,10000.0,0.00020357735047582537
HJYcFqhw8rXJ,Active,0,20,0,1,769,,0,0,0,10000.0,10000.0,0.00020357735047582537
FwO9JWAyRnwI,Active,0,20,1,0,646,,0,0,0,5.0,5.0,2.830454832292162e-05
I5rSa4JrSstB,Active,0,20,0,1,602,,2,1,0,1635.0,1003.0,0.0007409683312289417
kbUcysY8vcQI,Active,0,20,0,1,602,,0,0,0,1635.0,1003.0,0.00024242182553280145
j4eAg5dLrXdn,Active,0,20,0,1,800,,3,3,0,1259.0,937.0,0.0005459922249428928
aYUBnJtYTMoJ,Active,0,20,0,1,800,,0,0,0,1259.0,937.0,0.00020357735047582537
kGJBxsfeWf6L,Active,0,20,1,1,702,,0,0,0,869.0,944.0,0.0001305559853790328
88EG1rLvbivK,Active,0,20,1,1,702,,0,0,0,869.0,944.0,0.0001305559853790328
Bz4PunWhoN7e,Active,0,33,0,1,0,,28,1,0,13156.0,13152.0,0.0025688346227034386
KWxZRaEuRTu8,Active,0,33,0,1,0,,0,0,0,13156.0,13152.0,0.00012966952635906637
SzY4T1h0yNki,Active,0,33,0,1,685,,0,0,0,492.0,482.0,0.00026146863820031285
9Qb1Ge2KqgTY,Active,0,33,0,1,685,,0,0,0,492.0,482.0,0.00026146863820031285
GpJ9Y4XNUxWd,Active,0,33,0,0,702,,0,0,0,6.0,6.0,3.498179648886435e-05
9YGlKgvmVxNl,Active,0,33,0,1,0,,0,0,0,31185.0,31448.0,0.00012966952635906637
zPVDY5yjjMRL,Active,0,33,0,1,0,,0,0,0,31185.0,31448.0,0.00012966952635906637
YjurOAc1zWJG,Active,0,33,0,1,708,,0,0,8,9.0,5.0,0.001681438647210598
aE5mGR3skXAz,Active,0,33,0,1,708,,0,0,8,9.0,5.0,0.001681438647210598
Lk705rgoOj3X,Active,0,33,0,0,518,,0,0,7,5.0,5.0,0.0021269537980650234
prZBJaoswgaH,Active,0,33,0,1,0,,0,0,0,21813.0,23064.0,0.00012966952635906637
UN458WBCixRx,Active,0,33,0,1,0,,0,0,0,21813.0,23064.0,0.00012966952635906637
AJbHAQEJ5gR2,Active,0,32,0,0,755,,2,6,0,5795.0,7233.0,0.0005947140161879361
nI0sbxFDPsbA,Active,0,32,0,0,755,,6,3,0,5795.0,7233.0,0.0005057143862359226
Oif8iySyjOcu,Active,0,32,0,0,755,,0,0,0,5795.0,7233.0,6.486973870778456e-05
PLndWitky7cA,Active,0,32,0,0,755,,0,0,0,5795.0,7233.0,6.486973870778456e-05
09SD0awCSJou,Active,0,32,0,0,755,,0,0,0,5795.0,7233.0,6.486973870778456e-05
Pde200elyxbk,Active,0,32,0,0,755,,0,0,0,5795.0,7233.0,6.486973870778456e-05
45UDPz9DYaLX,Active,0,32,0,1,730,,5,1,0,614.0,585.0,0.0019327253103256226
j4fHAfiCAkIk,Active,0,32,0,1,730,,0,0,0,614.0,585.0,0.0002371977170696482
CrHWKehFpEhI,Active,0,32,0,1,497,,11,6,16,490.0,576.0,0.022108061083368418
7rxe9yhYsfin,Active,0,32,0,1,497,,0,0,16,490.0,576.0,0.0032656613029509434
sz0MfWhnCx8q,Active,0,32,1,0,686,1.0,0,0,6,11.0,14.0,0.0028117529582232237
oEkBIwarirv7,Active,0,32,0,0,837,,0,0,0,106074.0,106296.0,6.486973870778456e-05
m2e8SBwmXCPR,Active,0,32,0,0,837,,0,0,0,106074.0,106296.0,6.486973870778456e-05
18cdPpSUXxAG,Active,0,32,0,1,770,,0,0,0,21196.0,23712.0,0.00029313855338841677
w6X2Q9geaBos,Active,0,32,0,1,770,,0,0,0,21196.0,23712.0,0.00029313855338841677
eZMZ36jl0tHf,Active,0,32,0,0,833,,0,0,0,40698.0,46700.0,6.486973870778456e-05
Q30Znwj0YzJj,Active,0,32,0,0,833,,0,0,0,40698.0,46700.0,6.486973870778456e-05
aZCp2jtfYDCJ,Active,0,32,0,0,833,,0,0,0,40698.0,46700.0,6.486973870778456e-05
6dBI19Jh4PV3,Active,0,32,0,0,580,,2,1,5,4633.0,6119.0,0.0008400740916840732
IeQv9NlNIIvL,Active,0,32,0,0,580,,0,0,5,4633.0,6119.0,0.0008686573710292578
FlcgvKT7CFMC,Active,0,32,0,0,580,,0,0,5,4633.0,6119.0,0.0008686573710292578
R8wxZTspXoPM,Active,0,32,0,0,724,,9,12,3,2912.0,4337.0,0.010370647633738904
5RqiTUAO8m7u,Active,0,32,0,0,724,,0,0,3,2912.0,4337.0,0.00034635610063560307
S1facKK4NA9c,Active,0,32,0,1,840,,0,0,0,68217.0,75359.0,0.00029313855338841677
IP44VWsE132p,Active,0,32,0,1,840,,0,0,0,68217.0,75359.0,0.00029313855338841677
S9pTJZsxR5zf,Active,0,32,0,1,669,,0,0,0,2057.0,2200.0,0.0002470276376698166
Jz4d1VMMnRLH,Active,0,32,0,1,669,,0,0,0,2057.0,2200.0,0.0002470276376698166
xgfAQDMEz11g,Active,0,32,0,1,767,,0,0,0,8510.0,9955.0,0.00029313855338841677
RySh5V5uTgeK,Active,0,32,0,1,767,,0,0,0,8510.0,9955.0,0.00029313855338841677
r1YDDBdqM5pH,Active,0,20,0,1,839,,0,0,0,2048.0,2194.0,0.00020357735047582537
gQjcyVIz2FLh,Active,0,20,0,1,839,,0,0,0,2048.0,2194.0,0.00020357735047582537
ElDwbOjygdf6,Active,0,20,0,1,813,,0,0,0,5.0,5.0,0.00020357735047582537
G1vhnErr2coz,Active,0,20,0,0,777,,0,0,0,14.0,14.0,3.3808017178671435e-05
htJYpnPiRtdC,Active,0,20,0,1,0,,0,0,0,21.0,21.0,0.00015053983952384442
n9vBhvb9LC0g,Active,0,20,0,1,0,,0,0,0,21.0,21.0,0.00015053983952384442
cl6QXz03ae3H,Active,0,20,0,0,0,,0,0,0,324.0,583.0,3.0497400075546466e-05
iG3RXLkw4soD,Active,0,20,0,1,0,1.0,1,1,0,5155.0,6941.0,0.0005628721555694938
4aWdyyQv6hTi,Active,0,20,0,1,0,,0,0,0,5155.0,6941.0,0.00015053983952384442
qoKY8ntmFUnv,Active,0,20,1,0,797,,0,0,0,22.0,22.0,1.4838694369245786e-05
5C17b20d8sRe,Active,0,20,0,1,627,,0,0,0,7130.0,7613.0,0.00024242182553280145
FF3z6QTbD6kZ,Active,0,20,0,1,627,,0,0,0,7130.0,7613.0,0.00024242182553280145
jAXMow1D2SPh,Active,0,20,1,0,0,,0,0,0,22.0,22.0,2.0224884792696685e-05
vHtqJyGZ6TkJ,Active,0,20,0,1,659,,2,4,8,1064.0,1388.0,0.002828139578923583
H0kvGAheVGEM,Active,0,20,0,1,659,,0,0,8,1064.0,1388.0,0.00042132617090828717
xl82Ix6pewBt,Active,0,20,1,0,705,,0,0,0,5.0,5.0,4.742448072647676e-05
ORg7EMeqvxUR,Active,0,20,0,0,807,,0,0,0,5.0,5.0,3.3808017178671435e-05
kg99u9TXJOiY,Active,0,20,1,1,747,,0,0,0,3892.0,4651.0,4.8332687583751976e-05
uBABfutIF9aP,Active,0,20,1,1,747,,0,0,0,3892.0,4651.0,4.8332687583751976e-05
lCvVyjAjIy8P,Active,0,20,0,1,804,,0,0,0,46398.0,64499.0,0.00020357735047582537
e81att4cwfiK,Active,0,20,0,1,804,,0,0,0,46398.0,64499.0,0.00020357735047582537
TvE3wGbYpUug,Active,0,20,0,0,791,,8,1,0,4580.0,15.0,0.001183622400276363
JNtQiaNbiZXq,Active,0,20,0,0,791,,0,0,0,4580.0,15.0,3.3808017178671435e-05
tpvcoywMjx55,Active,0,20,0,0,791,,0,0,0,4580.0,15.0,3.3808017178671435e-05
v8wQpX9PK0vE,Active,0,20,0,1,820,,0,0,0,92650.0,91489.0,0.00020357735047582537
W3toWmkgcy3y,Active,0,20,0,1,820,,0,0,0,92650.0,91489.0,0.00020357735047582537
2KPThAxQH2R8,Active,0,20,0,0,821,,0,0,0,159826.0,140303.0,3.3808017178671435e-05
hjW6rm6j0bXi,Active,0,20,0,1,813,,0,0,0,6.0,6.0,0.00020357735047582537
1K3fUJjbfa34,Active,0,20,0,1,813,,0,0,0,6.0,6.0,0.00020357735047582537
IZWwcohUzNWh,Active,0,20,0,1,617,,0,0,0,605.0,622.0,0.00024242182553280145
tun0WEtGoLhP,Active,0,20,0,1,617,,0,0,0,605.0,622.0,0.00024242182553280145
OOdypXpBp3Ht,Active,0,20,0,1,0,,0,0,0,1777.0,972.0,0.00015053983952384442
LsytDmqqsdOr,Active,0,20,0,1,0,,0,0,0,1777.0,972.0,0.00015053983952384442
XUFNXGAKSrsC,Active,0,20,0,0,0,,68,15,5,1297.0,1498.0,0.0017090949456450382
DSnS9YsZSU9O,Active,0,20,0,0,0,,0,0,5,1297.0,1498.0,7.050494605209678e-05
rAffSbOrnKU3,Active,0,20,0,0,0,,0,0,5,1297.0,1498.0,7.050494605209678e-05
83sJv6NY0mPM,Active,0,20,0,1,702,,2,2,0,3032.0,4265.0,0.002064260265066284
jZ2RAcnLY9Ak,Active,0,20,0,1,702,,0,0,0,3032.0,4265.0,0.0007158778607845306
fQdmgq81av60,Active,0,20,0,1,0,,0,0,0,1575.0,1574.0,0.00015053983952384442
PbPIAyV8TF46,Active,0,20,0,1,0,,0,0,0,1575.0,1574.0,0.00015053983952384442
Tf9E1gdRLZau,Active,0,20,0,1,607,,1,1,2,4403.0,6353.0,0.00042132617090828717
ygqZYBoaiu4f,Active,0,20,0,1,607,,0,0,2,4403.0,6353.0,0.00042132617090828717
CAO4PItVVhYW,Active,0,32,0,1,0,,0,0,0,7640.0,6545.0,0.0001261369907297194
qdRlsFHPhymc,Active,0,32,1,1,0,,0,0,0,2555.0,2839.0,3.784966975217685e-05
M67ayIi3SSBe,Active,0,32,1,1,0,,0,0,0,2555.0,2839.0,3.784966975217685e-05
R7edP9vMvVln,Active,0,32,0,1,791,,0,0,0,9631.0,8630.0,0.00029313855338841677
M9v7SFR1gdB1,Active,0,32,0,1,791,,0,0,0,9631.0,8630.0,0.00029313855338841677
bzoNh9JrZqvq,Active,0,32,0,1,817,,0,0,0,10944.0,13993.0,0.00029313855338841677
SbWPmFMFROuR,Active,0,32,0,1,817,,0,0,0,10944.0,13993.0,0.00029313855338841677
uPJWLZBOnpMX,Active,0,32,0,1,687,,12,1,0,218.0,379.0,0.0019327253103256226
tWWF2UCv4B3p,Active,0,32,0,1,687,,0,0,0,218.0,379.0,0.0002371977170696482
HrEJWtZzT3N7,Active,0,32,0,0,819,,0,0,0,79918.0,78959.0,6.486973870778456e-05
42euOq3r0aLL,Active,0,32,0,0,819,,0,0,0,79918.0,78959.0,6.486973870778456e-05
DZD1Iz79GYOR,Active,0,32,0,0,819,,0,0,0,79918.0,78959.0,6.486973870778456e-05
k5wH7YbPw0eE,Active,0,32,1,1,0,,0,0,0,5.0,5.0,3.784966975217685e-05
Z76pGzucOM5s,Active,0,32,0,1,581,,13,9,4,4604.0,1097.0,0.006125352935904953
GqXHBVrQAKf4,Active,0,32,0,1,581,,0,0,4,4604.0,1097.0,0.0021383291507218955
BrK2ouuYiwci,Active,0,32,0,1,611,,2,1,0,1054.0,1625.0,0.0010065180249512196
WETrImlITWnQ,Active,0,32,0,1,611,,0,0,0,1054.0,1625.0,0.0002470276376698166
rUNCY6IYlbVd,Active,0,32,0,1,829,,0,0,0,24372.0,24335.0,0.00029313855338841677
BL4SoAoSnCby,Active,0,32,0,1,829,,0,0,0,24372.0,24335.0,0.00029313855338841677
ucnXY0HQCkxs,Active,0,32,1,0,748,,0,0,0,5.0,5.0,4.635029472410679e-05
Kp3dob6yCMat,Active,0,32,0,1,0,,0,0,0,207.0,207.0,0.0001261369907297194
6mEAlyXVv1rK,Active,0,32,0,1,0,,0,0,0,207.0,207.0,0.0001261369907297194
rGEFMbXLHVx1,Active,0,32,0,1,0,,1,2,0,340.0,193.0,0.0006438328418880701
blNcVaqTKXKC,Active,0,32,0,1,0,,0,0,0,340.0,193.0,0.0001261369907297194
gFQjUcceJHSI,Active,0,32,0,1,778,,0,0,0,3311.0,5140.0,0.00029313855338841677
hOuKdp2Vodei,Active,0,32,0,1,778,,0,0,0,3311.0,5140.0,0.00029313855338841677
CjNfb7w95Kpc,Active,0,32,0,1,728,,0,0,0,300.0,300.0,0.0002371977170696482
MHsMiaH5vXjQ,Active,0,32,0,1,728,,0,0,0,300.0,300.0,0.0002371977170696482
ghnNOucbolqE,Active,0,32,1,1,730,,0,0,0,94.0,116.0,7.81618437031284e-05
8PxtYJaaK1Jx,Active,0,32,1,1,730,,0,0,0,94.0,116.0,7.81618437031284e-05
QkxnzqMfwMZp,Active,0,32,1,0,749,,0,0,0,5.0,5.0,4.635029472410679e-05
rN8WsaEweJsW,Active,0,32,0,0,478,,0,0,5,18.0,18.0,0.0008509620674885809
UXcHG4eMW5P0,Active,0,32,0,0,478,,0,0,5,18.0,18.0,0.0008509620674885809
JVruj0SOU2uB,Active,0,32,0,1,0,,0,0,0,8909.0,9211.0,0.0001261369907297194
